restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type,promo_cold_drinks
22875,f92c1392-990d-4f19-85a9-c71a8a4daa6f,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,10.39,0.0,10.39,5,small,small,false
22875,63d8e46b-74c5-446e-9d7c-035ac0ac370b,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,15.44,0.05,14.668,5,small,small,false
22875,3e2196a0-17e6-481c-b4f3-6cb900b55c63,111669149710,15,The Pearl Kitchen,US,Watsonville,36.92,-121.76,2022-08-06,17.62,25.38,0.0,25.38,1,tiny,small,false
22875,7cf2f822-68dd-4a2e-b8d7-d4b0ec35bdb8,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,23.75,0.15,20.1875,5,small,small,false
22875,1608e5e2-b12c-4233-977f-60e60c3c4e57,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,4.63,0.05,4.3985,5,small,small,false
22875,3cc76192-f944-41fa-8d2f-9822c2811995,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,13.94,0.0,13.94,10,small,small,false
22875,c512f2e3-16be-4b59-ad3f-e53d7639c13b,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,13.95,0.0,13.95,10,small,small,false
22875,eb49d663-1153-4e02-ac12-8e59a5fa7ea4,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,14.92,0.0,14.92,5,small,small,false
22875,ed3fe16a-7e61-4800-8476-fd59553e4000,111669149710,15,The Pearl Kitchen,US,Watsonville,36.92,-121.76,2022-08-06,17.62,20.00,0.15,17.0,1,tiny,small,false
22875,6b57afc5-deb2-46b2-b53e-eab99f8bad8b,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,19.76,0.0,19.76,10,small,small,false
22875,a18b8594-9fac-42dc-9a8b-56f7ad87da8f,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,22.90,0.15,19.465,10,small,small,false
22875,25c03811-6fa5-4b8d-85e5-bc017f922882,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,8.17,0.0,8.17,10,small,small,false
22875,a43f10fb-1d7c-4b7f-ba2c-c946cbc89ba0,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,22.86,0.05,21.717,10,small,small,false
22875,20e44814-84bf-4a02-8ac3-07fc3ceb53a7,111669149754,59,Azalea Cafe,GB,London,51.52,-0.09,2022-08-06,15.96,11.63,0.0,11.63,5,small,small,false
22875,67b79e45-56eb-4537-8f05-81a2d9c42469,111669149756,61,Blue Water Bistro,GB,London,51.52,-0.12,2022-08-06,15.60,13.61,0.15,11.5685,10,small,small,false
73942,8d125da1-d60f-44ca-804c-61874c80298d,240518168620,45,The Green Bean,IT,Milan,45.44,9.14,2022-08-10,17.59,2.97,0.0,2.97,1,tiny,large,false
73942,469e8667-7f94-4eac-9d82-12e664d849c8,240518168650,75,Greenhouse Cafe,NL,Amsterdam,52.37,4.9,2022-08-10,16.60,1.90,0.15,1.615,11,large,large,false
73942,4dae1bc9-9089-4210-8d28-6efba0d39db7,240518168620,45,The Green Bean,IT,Milan,45.44,9.14,2022-08-10,17.59,16.22,0.0,16.22,1,tiny,large,false
73942,025158f5-fa2e-43c6-bcc4-e1b700cf48bb,240518168589,14,The Gourmet Garden,US,Bryson City,35.34,-83.56,2022-08-10,23.09,2.72,0.15,2.3120000000000003,1,tiny,large,false
73942,77bdccc5-550f-43e5-b18b-7c2163edc826,240518168651,76,Happy Hour Cafe,NL,Amsterdam,52.38,4.89,2022-08-10,17.03,21.33,0.05,20.263499999999997,4,small,large,false
73942,f5af0598-513e-47a3-b875-8e1295b7f48b,240518168589,14,The Gourmet Garden,US,Bryson City,35.34,-83.56,2022-08-10,23.09,20.12,0.0,20.12,1,tiny,large,false
