restaurant_franchise_id,receipt_id,id,franchise_id,franchise_name,country,city,lat,lng,date,avg_tmpr_c,total_cost,discount,real_total_cost,items_count,order_size,most_popular_order_type,promo_cold_drinks
1672,a54f2021-5321-4ef1-87e8-7c5b3a321f9b,51539607566,15,The Pearl Kitchen,US,Philadelphia,39.96,-75.16,2022-09-07,17.45,23.35,0.15,19.8475,1,tiny,tiny,false
1672,4d7d63cb-6202-4ebe-b01e-e2915cb818a5,51539607566,15,The Pearl Kitchen,US,Philadelphia,39.96,-75.16,2022-09-07,17.45,6.92,0.0,6.92,1,tiny,tiny,false
1672,9d7bdf56-b8c9-4fc8-9302-83170d2dc13b,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,3.74,0.05,3.5530000000000004,1,tiny,tiny,false
1672,64e335c8-46dd-4859-909a-25361cb407cc,51539607566,15,The Pearl Kitchen,US,Philadelphia,39.96,-75.16,2022-09-07,17.45,21.57,0.05,20.491500000000002,1,tiny,tiny,false
1672,6c15d4be-b03a-47a8-8588-f3f4f0dd3ffa,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,19.02,0.05,18.069,1,tiny,tiny,false
1672,0dd38e6e-b66e-4f40-8534-f46a1dc1349a,51539607566,15,The Pearl Kitchen,US,Philadelphia,39.96,-75.16,2022-09-07,17.45,14.40,0.05,13.68,1,tiny,tiny,false
1672,a1e605bb-ee81-47ee-a85b-2ee5fbbe307b,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,23.02,0.0,23.02,1,tiny,tiny,false
1672,c00ee987-2ebd-428f-a61e-6699a7c16bd4,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,2.12,0.15,1.802,1,tiny,tiny,false
1672,3d93bb6c-e533-41f2-ada9-6d8aad377647,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,14.82,0.15,12.597000000000001,1,tiny,tiny,false
1672,e1c0e1c3-4d99-46f1-84f1-6e0246e624c0,51539607566,15,The Pearl Kitchen,US,Philadelphia,39.96,-75.16,2022-09-07,17.45,6.26,0.0,6.26,1,tiny,tiny,false
1672,90b9340f-9862-4d03-82ba-60a64b330bb9,51539607560,9,The Grill House,US,Telluride,37.94,-107.81,2022-09-07,7.91,11.59,0.1,10.431,1,tiny,tiny,false
